facility_id,facility_mw,cooling_type,utilization_pct,electricity_rate_usd_kwh,colocation_usd_kw_month,pue_realized,capex_usd_per_mw,stranded_capacity_pct,stranded_capacity_mw,loss_floor_usd_annual,loss_ceiling_usd_annual,loss_mid_usd_annual,p10_loss_usd,p50_loss_usd,p90_loss_usd,recoverable_value_usd,roi_months
DC-0148,5.72,air-cooled,66.0,0.1246,185.28,1.621,10940327.57,12.13,0.694,2915146.25,1543011.84,2229079.04,2153127.95,2287043.34,2429318.55,1783263.23,2.9
DC-0149,24.97,air-cooled,67.9,0.0768,196.27,1.522,10838785.98,12.68,3.166,10867522.96,7456689.84,9162106.4,8652939.59,9174279.01,9800881.08,7329685.12,3.1
DC-0150,20.85,air-cooled,84.3,0.1116,180.49,1.593,11427689.93,12.86,2.681,10983598.39,5806724.28,8395161.34,7533079.17,8026098.91,8521049.4,6716129.07,2.8
DC-0151,20.09,liquid-cooled,80.8,0.1401,191.1,1.078,17231730.83,3.74,0.751,3869360.06,1722193.2,2795776.63,1748763.77,2677942.65,3537754.29,2236621.3,8.1
DC-0152,21.7,air-cooled,88.5,0.1115,200.53,1.541,9993121.86,12.73,2.762,10290797.94,6646366.32,8468582.13,8147977.67,8647663.8,9183096.2,6774865.7,2.9
DC-0153,9.54,air-cooled,60.1,0.1053,174.23,1.703,11341629.66,12.91,1.232,5040428.66,2575816.32,3808122.49,3335330.28,3579314.67,3826811.0,3046497.99,2.8
DC-0154,19.8,hybrid,67.9,0.1656,187.63,1.316,13414453.79,9.39,1.859,9090608.58,4185650.04,6638129.31,5734969.55,6270548.68,6878712.65,5310503.45,3.4
DC-0155,20.79,hybrid,81.1,0.1564,155.68,1.234,12972262.46,9.56,1.988,9091887.33,3713902.08,6402894.7,5580898.67,6135365.63,6766939.13,5122315.76,3.7
DC-0156,9.29,air-cooled,77.4,0.1294,194.54,1.672,11753203.39,12.91,1.199,5404023.15,2799041.52,4101532.34,3593845.16,3827092.14,4044441.27,3281225.87,2.5
DC-0157,73.16,air-cooled,90.4,0.1428,213.32,1.629,11131661.41,12.02,8.794,39673816.59,22511232.96,31092524.78,29943200.64,31827281.3,33794931.25,24874019.82,2.6
DC-0158,24.02,air-cooled,77.0,0.0755,165.33,1.606,11450041.5,13.0,3.123,11263505.32,6195907.08,8729706.2,7690091.85,8187454.14,8742917.38,6983764.96,3.1
DC-0159,6.34,liquid-cooled,94.2,0.1042,182.63,1.099,18526013.57,3.87,0.245,1254412.33,536932.2,895672.26,520674.2,784011.56,1060207.36,716537.81,8.0
DC-0160,27.81,air-cooled,78.5,0.1106,197.21,1.629,11101718.98,12.89,3.585,14502454.59,8483974.2,11493214.4,10340604.92,11053635.82,11724197.68,9194571.52,2.7
DC-0161,7.54,air-cooled,84.7,0.1153,184.47,1.672,10831068.05,12.44,0.938,3841739.24,2076394.32,2959066.78,2759749.1,2942316.57,3121275.54,2367253.42,2.9
DC-0162,30.87,air-cooled,68.1,0.1102,186.48,1.63,10838966.35,12.79,3.948,15721658.28,8834676.48,12278167.38,11206099.31,11948376.74,12724757.62,9822533.9,2.8
DC-0163,41.55,air-cooled,72.2,0.069,178.14,1.618,11437127.9,12.61,5.239,18439016.22,11199305.52,14819160.87,13585397.18,14405366.55,15429514.76,11855328.7,3.2
DC-0164,8.53,hybrid,82.9,0.1277,177.58,1.256,13451034.91,9.6,0.819,3598805.39,1745256.24,2672030.82,2267149.04,2494483.35,2761762.14,2137624.66,3.6
DC-0165,35.54,air-cooled,91.4,0.1309,182.7,1.584,11266300.73,13.0,4.62,19958260.66,10128888.0,15043574.33,13411162.95,14328669.68,15245851.18,12034859.46,2.7
DC-0166,22.88,air-cooled,80.8,0.152,184.63,1.541,10852892.62,12.23,2.798,12489226.2,6199136.88,9344181.54,9111719.98,9705209.78,10232178.86,7475345.23,2.8
DC-0167,31.74,air-cooled,71.0,0.1042,166.28,1.608,12095605.69,12.29,3.901,16211315.14,7783899.36,11997607.25,10903804.87,11711002.73,12494968.99,9598085.8,3.0
DC-0168,75.0,air-cooled,88.5,0.1026,183.01,1.552,10824479.81,12.5,9.375,35628190.4,20588625.0,28108407.7,26732963.18,28455769.13,30402518.41,22486726.16,3.0
DC-0169,13.51,air-cooled,45.7,0.0664,207.53,1.55,10108800.92,13.85,1.871,5889869.47,4659463.56,5274666.51,5021404.71,5290803.66,5614515.25,4219733.21,2.9
DC-0170,9.0,hybrid,54.9,0.1141,177.71,1.216,14666862.01,9.94,0.895,4004869.14,1908605.4,2956737.27,2318586.11,2571125.83,2820126.32,2365389.82,3.4
DC-0171,8.07,hybrid,80.2,0.138,165.44,1.23,12583730.1,9.82,0.792,3392379.04,1572341.76,2482360.4,2122174.27,2370557.36,2598036.85,1985888.32,3.7
DC-0172,8.56,liquid-cooled,72.2,0.1078,181.73,1.064,16855058.71,4.24,0.363,1724371.09,791615.88,1257993.49,708422.05,1060193.32,1411247.02,1006394.79,7.7
DC-0173,15.46,liquid-cooled,79.3,0.1629,173.28,1.078,17621772.62,4.64,0.717,3910704.26,1490901.12,2700802.69,1331699.61,2059925.11,2715190.38,2160642.15,6.4
DC-0174,21.6,hybrid,72.8,0.1149,163.92,1.29,13215600.07,9.44,2.039,8635605.37,4010794.56,6323199.96,5430442.55,6041033.29,6690470.01,5058559.97,3.8
DC-0175,20.52,air-cooled,78.9,0.1229,186.09,1.523,10775892.3,12.2,2.503,10097879.49,5589399.24,7843639.36,7670721.98,8160981.66,8681752.81,6274911.49,2.9
DC-0176,31.87,hybrid,62.2,0.0927,173.35,1.258,14969645.85,8.9,2.836,12331351.65,5899447.2,9115399.43,7837207.33,8771630.37,9622184.49,7292319.54,3.9
DC-0177,16.62,hybrid,78.8,0.1257,174.63,1.266,12504921.44,9.2,1.529,6380371.05,3204111.24,4792241.14,4346244.85,4826896.75,5288162.1,3833792.91,3.9
DC-0178,52.61,hybrid,83.9,0.0804,186.3,1.263,13782650.31,8.87,4.667,18445604.07,10433545.2,14439574.64,13029866.53,14387182.05,15936538.09,11551659.71,4.1
DC-0179,13.31,air-cooled,86.6,0.1339,161.0,1.61,10718059.94,12.69,1.689,7212474.44,3263148.0,5237811.22,4851615.81,5186135.75,5522002.95,4190248.98,2.9
DC-0180,144.91,air-cooled,96.2,0.1345,157.88,1.449,11542366.15,12.11,17.549,74973031.47,33247633.44,54110332.46,52508631.76,56095349.55,59338661.26,43288265.97,3.0
DC-0181,27.13,hybrid,74.9,0.1472,194.06,1.289,13320114.7,8.33,2.26,10446070.06,5262907.2,7854488.63,7693398.2,8414804.67,9220437.35,6283590.9,3.9
DC-0182,8.28,hybrid,75.3,0.0996,155.04,1.256,14526234.67,8.32,0.689,2979172.01,1281870.72,2130521.36,1981541.37,2221309.64,2431376.74,1704417.09,4.4
DC-0183,6.98,liquid-cooled,53.7,0.1232,169.35,1.066,17979067.43,3.3,0.23,1183536.21,467406.0,825471.1,579065.5,877973.05,1169236.19,660376.88,9.5
DC-0184,24.19,air-cooled,65.6,0.1313,157.0,1.546,11770704.66,12.01,2.905,12764287.62,5473020.0,9118653.81,8724019.91,9288226.23,9882529.89,7294923.05,3.0
DC-0185,13.75,air-cooled,69.7,0.1288,176.71,1.584,10938159.29,12.13,1.668,7035474.31,3537027.36,5286250.84,5108243.04,5464152.51,5773974.68,4229000.67,2.9
DC-0186,29.11,air-cooled,84.6,0.1027,190.42,1.544,10729219.7,12.42,3.615,13640601.44,8260419.6,10950510.52,10537245.9,11225736.32,11938835.38,8760408.42,3.0
DC-0187,24.01,hybrid,64.7,0.0722,185.69,1.292,13297359.15,9.28,2.228,8404288.98,4964607.84,6684448.41,5862858.87,6564461.88,7170414.43,5347558.73,4.0
DC-0188,15.51,air-cooled,81.6,0.1269,219.88,1.523,11279339.38,12.68,1.967,8260522.08,5190047.52,6725284.8,6227075.05,6610580.94,6993873.09,5380227.84,2.6
DC-0189,8.35,air-cooled,72.0,0.117,200.3,1.533,11269792.4,12.76,1.065,4340514.71,2559834.0,3450174.36,3156615.73,3376232.48,3600279.9,2760139.49,2.7
DC-0190,4.89,liquid-cooled,69.9,0.1087,170.03,1.059,18075597.31,2.48,0.121,608048.22,246883.56,427465.89,381926.49,585616.32,778940.26,341972.71,12.9
DC-0191,11.51,air-cooled,75.0,0.1353,166.04,1.45,10760530.06,12.06,1.388,5704415.59,2765562.24,4234988.92,4245383.48,4552528.69,4834382.27,3387991.14,3.1
DC-0192,32.63,hybrid,67.3,0.1191,224.6,1.269,13002459.09,9.19,2.999,12635996.67,8082904.8,10359450.74,9308859.45,10249751.21,11301151.42,8287560.59,3.5
DC-0193,19.52,air-cooled,66.9,0.0936,199.94,1.535,10559190.37,12.99,2.536,9142504.46,6084574.08,7613539.27,6993772.24,7478154.39,7916683.35,6090831.42,2.9
DC-0194,6.07,hybrid,51.5,0.0814,192.84,1.285,13438692.07,8.59,0.521,2033287.56,1205635.68,1619461.62,1540515.18,1698475.71,1869583.33,1295569.3,4.2
DC-0195,18.89,hybrid,69.0,0.0974,185.12,1.234,13696131.26,8.57,1.619,6632173.83,3596511.36,5114342.6,4831816.06,5317968.94,5859277.03,4091474.08,4.2
DC-0196,22.38,liquid-cooled,66.2,0.1679,188.1,1.116,16408340.62,3.71,0.83,4388803.6,1873476.0,3131139.8,1976610.84,2913744.17,4037070.78,2504911.84,8.0
DC-0197,8.11,liquid-cooled,65.8,0.1345,161.77,1.069,17743088.36,4.91,0.398,2070565.43,772613.52,1421589.48,651468.3,1036190.69,1364032.97,1137271.58,6.4
DC-0198,18.6,air-cooled,77.0,0.1238,186.36,1.526,11663731.52,12.54,2.332,9903698.57,5215098.24,7559398.4,6977585.94,7431828.74,7912441.43,6047518.72,2.8
DC-0199,17.23,air-cooled,79.9,0.1164,185.07,1.602,10523014.54,12.31,2.121,8424504.68,4710401.64,6567453.16,6340744.5,6728826.76,7130731.97,5253962.53,3.0
DC-0200,6.59,air-cooled,74.8,0.1151,170.44,1.539,11213553.71,12.56,0.828,3348131.92,1693491.84,2520811.88,2337260.68,2499656.51,2672590.68,2016649.5,2.9
DC-0201,21.89,hybrid,83.9,0.1433,175.92,1.261,14172876.34,8.76,1.918,9076880.27,4048974.72,6562927.5,5984206.61,6616215.93,7255026.4,5250342.0,3.8
DC-0202,25.75,liquid-cooled,78.9,0.1102,206.73,1.072,17056756.22,2.05,0.528,2547730.74,1309841.28,1928786.01,2218905.46,3396830.08,4557248.76,1543028.81,15.0
DC-0203,39.11,air-cooled,68.5,0.1315,182.12,1.601,11651613.32,12.55,4.908,21759634.42,10726139.52,16242886.97,14740003.02,15802022.61,16785717.02,12994309.58,2.7
DC-0204,38.21,hybrid,66.4,0.113,215.07,1.242,13655072.69,9.73,3.718,15853148.81,9595563.12,12724355.96,10634124.9,11770838.5,12892559.05,10179484.77,3.4
DC-0205,5.46,air-cooled,75.8,0.1588,157.89,1.666,11013875.08,12.15,0.663,3159248.31,1256172.84,2207710.58,2094267.35,2221519.9,2368427.06,1766168.46,2.8
DC-0206,7.77,hybrid,78.9,0.1348,176.17,1.267,14471507.02,8.1,0.629,2963863.64,1329731.16,2146797.4,2076650.2,2299793.66,2526369.79,1717437.92,4.1
DC-0207,24.83,liquid-cooled,88.8,0.1449,160.79,1.066,19862843.44,2.93,0.728,4198423.02,1404661.44,2801542.23,2097252.79,3112258.51,4217018.4,2241233.78,10.0
DC-0208,24.8,air-cooled,86.3,0.1083,165.86,1.638,11114147.65,12.56,3.115,12534119.22,6199846.8,9366983.01,8578125.67,9172349.75,9783299.86,7493586.41,3.0
DC-0209,24.83,air-cooled,65.5,0.1412,171.58,1.605,11421005.83,12.3,3.054,13813990.4,6288063.84,10051027.12,9462384.47,10086182.05,10665260.85,8040821.7,2.8
DC-0210,250.0,air-cooled,70.8,0.1137,188.73,1.554,10297041.4,12.84,32.1,123136693.65,72698796.0,97917744.82,92462543.39,98411516.02,104323916.98,78334195.86,2.9
DC-0211,25.96,hybrid,80.1,0.1222,188.0,1.273,14191522.77,8.49,2.204,9954107.21,4972224.0,7463165.6,6954392.5,7655226.58,8461695.56,5970532.48,3.9
DC-0212,40.79,air-cooled,84.8,0.1527,173.81,1.561,10687701.18,12.87,5.25,23431377.26,10950030.0,17190703.63,15999211.11,16928466.71,18038149.85,13752562.9,2.7
DC-0213,35.28,air-cooled,83.3,0.0991,150.58,1.634,11132753.69,12.07,4.258,16574038.51,7694035.68,12134037.1,11581119.44,12415998.27,13162300.36,9707229.68,3.3
DC-0214,27.69,air-cooled,71.2,0.1241,206.17,1.583,11337178.99,12.19,3.375,14310937.36,8349885.0,11330411.18,10765689.02,11486570.97,12138560.73,9064328.94,2.7
DC-0215,12.78,air-cooled,57.0,0.1288,179.71,1.496,10715479.46,12.31,1.573,6400751.72,3392205.96,4896478.84,4802344.33,5102379.52,5421899.46,3917183.07,2.9
DC-0216,30.18,air-cooled,60.0,0.1304,167.26,1.52,11427778.0,12.44,3.754,16051384.36,7534728.48,11793056.42,11103148.65,11822880.03,12533404.83,9434445.14,2.9
DC-0217,8.86,hybrid,75.3,0.111,188.12,1.274,14180401.94,8.55,0.758,3327610.2,1711139.52,2519374.86,2337593.63,2578233.17,2849611.63,2015499.89,4.0
DC-0218,13.61,air-cooled,76.1,0.1617,187.07,1.583,10817716.91,12.43,1.692,7861444.72,3798269.28,5829857.0,5594402.07,5884782.51,6268394.08,4663885.6,2.6
DC-0219,11.15,hybrid,58.8,0.0941,179.16,1.243,12573187.85,8.91,0.993,3791935.87,2134870.56,2963403.22,2786327.02,3088016.31,3412114.19,2370722.58,4.2
DC-0220,17.56,hybrid,72.5,0.1492,186.23,1.236,13998283.45,9.45,1.659,7840718.96,3707466.84,5774092.9,4912841.45,5392958.96,5945509.75,4619274.32,3.4
DC-0221,104.77,air-cooled,79.6,0.1443,166.67,1.562,10504144.51,12.06,12.635,54440785.25,25270505.4,39855645.33,39630314.87,42178810.27,44734911.38,31884516.26,3.0
DC-0222,3.69,air-cooled,58.2,0.158,195.4,1.581,11314082.43,12.45,0.459,2158434.2,1076263.2,1617348.7,1529469.62,1614417.06,1699279.39,1293878.96,2.6
DC-0223,28.47,hybrid,85.3,0.0882,169.05,1.227,13639506.64,9.68,2.756,10966181.71,5590821.6,8278501.66,6854988.24,7581944.29,8462829.69,6622801.33,3.9
DC-0224,4.53,liquid-cooled,67.5,0.1026,174.92,1.032,17144818.33,3.75,0.17,805374.4,356836.8,581105.6,362119.41,554582.91,742598.84,464884.48,8.8
DC-0225,11.27,air-cooled,87.1,0.1498,193.73,1.666,10630860.03,12.1,1.364,6204315.65,3170972.64,4687644.15,4538328.11,4803867.93,5098725.2,3750115.32,2.7
DC-0226,39.3,air-cooled,65.6,0.0825,202.06,1.603,10959188.92,12.18,4.787,17203824.18,11607134.64,14405479.41,13925587.06,14778757.83,15796002.85,11524383.53,3.1
DC-0227,17.31,air-cooled,59.7,0.0879,207.79,1.562,10855581.59,12.91,2.235,8079743.39,5572927.8,6826335.6,6238565.74,6662367.66,7126169.41,5461068.48,2.9
DC-0228,6.94,hybrid,66.5,0.1102,199.84,1.218,13260705.92,8.19,0.568,2341649.45,1362109.44,1851879.44,1869974.99,2051718.73,2264870.22,1481503.55,4.2
DC-0229,9.28,air-cooled,70.9,0.1238,179.14,1.659,11007522.45,12.83,1.191,5056130.49,2560268.88,3808199.68,3427612.1,3647819.87,3907468.86,3046559.74,2.7
DC-0230,28.32,air-cooled,67.3,0.1518,160.88,1.604,10424288.67,12.4,3.512,15626491.1,6780126.72,11203308.91,10747425.86,11451161.19,12227550.18,8962647.13,2.8
DC-0231,9.17,hybrid,69.4,0.1163,205.08,1.239,13548065.29,8.62,0.79,3375638.01,1944158.4,2659898.2,2498445.79,2762442.66,3050784.95,2127918.56,3.9
DC-0232,19.55,hybrid,76.0,0.1078,204.56,1.229,14693846.12,9.42,1.842,8152467.73,4521594.24,6337030.98,5260346.14,5818566.24,6410253.61,5069624.78,3.5
DC-0233,17.06,air-cooled,69.9,0.1262,173.92,1.621,11942958.81,12.82,2.187,9723458.42,4564356.48,7143907.45,6273603.97,6669457.43,7051149.38,5715125.96,2.7
DC-0234,9.76,air-cooled,71.2,0.1294,197.82,1.532,10750624.06,12.42,1.212,5000247.78,2877094.08,3938670.93,3780993.52,4034644.04,4300308.21,3150936.74,2.8
DC-0235,91.39,hybrid,51.5,0.1288,179.02,1.269,14119201.07,9.31,8.508,38876435.72,18277225.92,28576830.82,24548480.94,27062573.4,29786755.09,22861464.66,3.6
DC-0236,27.31,air-cooled,76.7,0.1164,206.52,1.577,11821454.48,12.27,3.351,14191485.04,8304582.24,11248033.64,10401215.9,11158852.99,11833142.03,8998426.91,2.7
DC-0237,3.25,air-cooled,70.9,0.0809,176.28,1.532,11231127.18,12.95,0.421,1507815.68,890566.56,1199191.12,1085216.34,1153028.79,1225345.46,959352.9,3.0
DC-0238,19.09,liquid-cooled,91.3,0.1016,213.68,1.076,16242797.83,4.1,0.783,3576092.42,2007737.28,2791914.85,1631776.71,2490471.24,3312124.38,2233531.88,7.7
DC-0239,9.68,air-cooled,60.7,0.1484,195.79,1.512,11782633.73,12.58,1.218,5583237.53,2861666.64,4222452.08,3911777.9,4144472.61,4372322.94,3377961.66,2.6
DC-0240,32.52,hybrid,50.3,0.1237,210.96,1.275,13351876.56,8.11,2.637,11467492.84,6675618.24,9071555.54,9086989.1,9993796.87,10963939.18,7257244.43,4.0
DC-0241,8.72,liquid-cooled,79.4,0.1135,177.04,1.115,16764790.41,3.1,0.27,1305209.4,573609.6,939409.5,714117.42,1103460.57,1447151.8,751527.6,10.4
DC-0242,15.0,air-cooled,76.2,0.1424,190.08,1.568,10718116.46,12.5,1.875,8133308.42,4276800.0,6205054.21,5892356.64,6264719.4,6677016.28,4964043.37,2.7
DC-0243,24.63,air-cooled,59.9,0.0974,169.46,1.63,11239022.73,12.86,3.167,12314295.91,6440157.84,9377226.88,8399660.67,8994746.66,9603070.25,7501781.5,3.0
DC-0244,32.87,hybrid,53.6,0.1155,196.66,1.195,13179982.53,9.24,3.037,12566990.92,7167077.04,9867033.98,8834880.3,9717057.3,10677171.12,7893627.18,3.7
DC-0245,6.3,liquid-cooled,90.4,0.1228,197.49,1.083,16723148.06,4.27,0.269,1313061.24,637497.72,975279.48,551800.97,798756.03,1090384.67,780223.58,7.3
DC-0246,12.58,liquid-cooled,89.0,0.1112,219.96,1.073,17348065.89,3.72,0.468,2293362.83,1235295.36,1764329.1,1117271.95,1732149.77,2240136.72,1411463.28,8.0
DC-0247,11.25,hybrid,42.2,0.122,191.23,1.28,13051262.08,10.76,1.21,5164572.9,2776659.6,3970616.25,3596111.54,3933034.75,4287444.48,3176493.0,3.2
DC-0248,9.75,air-cooled,66.5,0.1162,194.86,1.577,10646041.85,12.35,1.204,4781125.3,2815337.28,3798231.29,3658081.25,3901818.53,4129723.46,3038585.03,2.9
DC-0249,67.52,hybrid,92.0,0.092,176.94,1.228,13957887.83,8.01,5.408,22126413.49,11482698.24,16804555.86,16894944.74,18651575.35,20361438.96,13443644.69,4.5
DC-0250,22.74,air-cooled,66.3,0.1236,192.12,1.602,11504532.43,12.48,2.838,12178158.35,6542838.72,9360498.54,8602423.09,9132292.88,9731445.48,7488398.83,2.7
DC-0251,6.0,air-cooled,66.1,0.0934,178.3,1.496,11189655.44,12.66,0.76,2820050.95,1626096.0,2223073.48,2071514.04,2203474.79,2353622.78,1778458.78,3.0
DC-0252,34.27,air-cooled,68.6,0.1233,185.74,1.566,10996822.08,12.88,4.414,18252717.04,9838276.32,14045496.68,12802573.69,13656289.53,14637290.62,11236397.34,2.7
DC-0253,89.81,air-cooled,58.5,0.1475,186.62,1.432,11602520.73,12.29,11.038,48883164.29,24718938.72,36801051.5,35574583.59,37813044.28,39996519.3,29440841.2,2.7
DC-0254,37.56,hybrid,51.5,0.1144,178.72,1.263,13515423.84,9.5,3.568,15232275.07,7652075.52,11442175.3,9841854.16,10810742.59,11879820.78,9153740.24,3.7
DC-0255,4.88,air-cooled,84.6,0.0966,184.94,1.6,11507801.13,12.22,0.596,2331095.9,1322690.88,1826893.39,1717547.75,1830200.88,1956143.57,1461514.71,3.0
DC-0256,11.16,air-cooled,49.9,0.1175,178.37,1.659,10121105.16,12.08,1.348,5333689.81,2885313.12,4109501.46,4070143.03,4337025.78,4623015.13,3287601.17,3.1
DC-0257,45.31,air-cooled,75.0,0.1034,178.3,1.521,11222112.69,12.82,5.809,22489545.14,12428936.4,17459240.77,15959312.21,17021923.28,18049053.93,13967392.62,2.9
DC-0258,9.34,liquid-cooled,82.6,0.1319,200.15,1.094,16867259.21,3.63,0.339,1699181.75,814210.2,1256695.98,790036.02,1225122.54,1667776.74,1005356.78,8.4
DC-0259,23.45,hybrid,54.6,0.117,186.63,1.25,13837922.4,8.36,1.96,8538237.98,4389537.6,6463887.79,6241649.77,6890800.83,7559143.11,5171110.23,4.1
DC-0260,30.56,air-cooled,60.9,0.1542,189.21,1.556,11116618.1,12.58,3.844,17575505.78,8727878.88,13151692.33,12190321.42,13086296.82,13934609.14,10521353.86,2.6
DC-0261,7.83,air-cooled,86.6,0.1433,162.14,1.581,10548684.54,12.47,0.976,4224903.01,1898983.68,3061943.34,2930302.0,3106511.74,3316274.66,2449554.67,2.9
DC-0262,15.68,air-cooled,78.4,0.1169,190.35,1.561,11107417.55,12.4,1.944,7905951.92,4440484.8,6173218.36,5865231.21,6225375.07,6634650.57,4938574.69,2.9
DC-0263,1.23,liquid-cooled,64.6,0.1343,191.96,1.076,17203937.18,2.08,0.026,132313.39,59891.52,96102.46,104196.14,160859.39,217575.53,76881.97,14.4
DC-0264,7.25,hybrid,86.4,0.1121,178.02,1.275,13339142.92,8.6,0.624,2630970.5,1333013.76,1981992.13,1891132.67,2075514.86,2261484.61,1585593.7,4.1
DC-0265,13.44,air-cooled,86.5,0.1207,215.28,1.628,10144833.4,12.18,1.637,6508292.8,4228960.32,5368626.56,5334664.37,5621250.78,5984834.58,4294901.25,2.8
DC-0266,6.06,hybrid,75.2,0.1128,149.66,1.293,13508077.49,9.4,0.57,2439283.37,1023674.4,1731478.88,1485133.78,1644454.36,1822963.34,1385183.1,3.9
DC-0267,60.7,air-cooled,61.2,0.1353,195.77,1.608,11563566.5,12.95,7.861,35182126.14,18467375.64,26824750.89,23724314.89,25273359.22,26949525.23,21459800.71,2.5
DC-0268,5.24,hybrid,67.0,0.1487,194.69,1.3,13664721.5,8.81,0.462,2185260.17,1079361.36,1632310.76,1483332.29,1642242.47,1803329.81,1305848.61,3.6
DC-0269,11.56,air-cooled,75.4,0.136,192.12,1.631,10416054.52,12.69,1.467,6246173.44,3382080.48,4814126.96,4513825.08,4810202.7,5108057.24,3851301.57,2.7
DC-0270,18.26,air-cooled,69.7,0.1384,186.64,1.533,10760890.06,12.22,2.231,9481512.56,4996726.08,7239119.32,7107430.06,7516869.62,7970451.79,5791295.46,2.8
DC-0271,52.09,air-cooled,83.3,0.1385,192.26,1.59,11154174.96,12.76,6.647,29298573.12,15335426.64,22316999.88,20417541.01,21642934.43,22888582.43,17853599.9,2.6
DC-0272,5.21,air-cooled,53.6,0.131,197.02,1.587,10767846.01,12.48,0.65,2739121.05,1536756.0,2137938.52,2033557.66,2154269.34,2275059.92,1710350.82,2.7
DC-0273,41.7,liquid-cooled,54.1,0.0972,173.11,1.05,16443214.63,4.3,1.793,8154731.28,3724634.76,5939683.02,3367510.04,5129745.16,6720582.67,4751746.42,7.9
DC-0274,16.58,air-cooled,74.2,0.154,188.49,1.682,11145275.18,12.8,2.122,10070615.39,4799709.36,7435162.38,6609870.46,7084679.95,7496249.63,5948129.9,2.5
DC-0275,7.5,liquid-cooled,66.1,0.1561,181.25,1.083,19136053.87,4.41,0.331,1897751.96,719925.0,1308838.48,636145.43,989697.83,1317293.25,1047070.78,6.4
DC-0276,23.8,hybrid,64.5,0.1153,167.59,1.25,13804897.65,9.03,2.149,9305793.28,4321810.92,6813802.1,6076510.64,6720139.26,7468871.66,5451041.68,3.9
DC-0277,19.28,air-cooled,50.8,0.1126,194.76,1.66,11033844.91,12.02,2.317,9475023.25,5415107.04,7445065.14,7126992.94,7595883.1,8088118.86,5956052.11,2.9
DC-0278,10.17,air-cooled,72.2,0.1322,175.53,1.548,10375022.25,12.77,1.299,5323634.49,2736161.64,4029898.07,3801906.38,4047448.71,4287464.23,3223918.46,2.8
DC-0279,17.39,air-cooled,71.4,0.131,161.53,1.523,10420244.78,12.94,2.25,9142523.62,4361310.0,6751916.81,6288589.48,6737449.34,7160176.7,5401533.45,2.9
DC-0280,12.08,hybrid,79.8,0.116,175.91,1.266,13385287.96,9.41,1.137,4844719.47,2400116.04,3622417.76,3139559.64,3484926.68,3840667.66,2897934.21,3.8
DC-0281,18.01,air-cooled,72.8,0.095,172.02,1.631,12578506.32,12.91,2.325,9654659.75,4799358.0,7227008.88,6135000.57,6582501.09,7019268.27,5781607.1,2.8
DC-0282,27.93,air-cooled,70.4,0.1261,199.43,1.521,10551260.11,12.78,3.569,14364781.82,8541188.04,11452984.93,10812935.22,11505849.88,12229696.17,9162387.94,2.7
DC-0283,58.49,air-cooled,86.1,0.131,186.3,1.525,11576847.37,12.8,7.487,32363768.52,16737937.2,24550852.86,22239282.02,23738221.76,25188893.93,19640682.29,2.7
DC-0284,6.11,hybrid,56.3,0.1345,204.74,1.228,12996841.81,9.86,0.602,2609694.82,1479041.76,2044368.29,1724828.43,1924966.41,2086938.66,1635494.63,3.4
DC-0285,90.6,air-cooled,78.4,0.127,174.0,1.509,12356907.01,12.37,11.207,49588419.98,23400216.0,36494317.99,33422040.69,35684063.64,38027097.47,29195454.39,2.8
DC-0286,3.45,air-cooled,51.9,0.1146,197.11,1.508,10893675.01,12.9,0.445,1750937.87,1052567.4,1401752.64,1302121.15,1377930.86,1467251.73,1121402.11,2.8
DC-0287,14.56,air-cooled,61.9,0.1399,226.59,1.589,10699351.93,12.12,1.765,7633609.82,4799176.2,6216393.01,6094119.69,6452660.43,6819801.01,4973114.41,2.6
DC-0288,26.33,air-cooled,57.4,0.1213,189.34,1.62,10237419.08,12.72,3.349,13383858.46,7609195.92,10496527.19,9904474.24,10485446.22,11130102.34,8397221.75,2.8
DC-0289,20.59,hybrid,81.4,0.1107,196.92,1.213,14604355.62,8.01,1.649,7291378.81,3896652.96,5594015.88,5455598.78,6026667.45,6678171.95,4475212.7,4.1
DC-0290,9.99,air-cooled,71.2,0.1164,194.4,1.543,9988866.27,12.81,1.28,4855154.7,2985984.0,3920569.35,3751615.44,3974342.79,4227823.94,3136455.48,2.9
DC-0291,13.92,hybrid,71.8,0.0851,162.67,1.235,14546778.07,8.65,1.204,5000549.37,2350256.16,3675402.76,3284156.98,3673020.31,4078247.09,2940322.21,4.3
DC-0292,11.09,hybrid,58.7,0.1164,192.79,1.274,13631104.05,9.06,1.005,4349827.1,2325047.4,3337437.25,2984453.45,3282359.98,3583677.98,2669949.8,3.7
DC-0293,10.26,hybrid,68.4,0.1338,188.6,1.25,13093269.99,8.82,0.905,3959126.63,2048196.0,3003661.32,2823668.98,3121856.96,3409139.87,2402929.06,3.8
